sample,time_s,vout_v,burden_current_a,estimated_primary_current_a,estimated_flux_wb,estimated_ct_secondary_voltage_v,estimated_magnetizing_current_a,chi_square,degrees_of_freedom,confidence,max_abs_normalized_residual,iterations,converged
296,0.061458,0.17340396199999997,-1.7340396199999997,693.8994201056365,-0.0023763803728246843,1.7158711000343627,-0.001006940835942663,6.864063401092587e-14,6,1.0,2.619935762753125e-07,3,1
297,0.061666,0.17005200200000004,-1.7005200200000004,680.5343412185,-0.0020279523185837787,1.675134876158202,-0.0008593018299083808,5.6637259702559996e-14,6,1.0,2.3798583928515382e-07,3,1
298,0.061875,0.16569445399999994,-1.6569445399999994,663.1414665132272,-0.0016884196278695756,1.6245583287760845,-0.0007154320457074474,4.6052170363001903e-14,6,1.0,2.1459769421581193e-07,3,1
299,0.062083,0.16016372,-1.6016372,641.0480935759375,-0.00136375335723583,1.5608955318930087,-0.0005778615920490805,3.218805189447593e-14,6,1.0,1.794102892642077e-07,3,1
300,0.062291,0.15379499600000002,-1.5379499600000002,615.5978620832584,-0.0010535973283885764,1.4911347540733353,-0.00044643954592736297,2.2327450251598195e-14,6,1.0,1.4942372719831854e-07,3,1
301,0.0625,0.14642068399999997,-1.4642068399999997,586.1183671055176,-0.0007587827866030315,1.4105958937107357,-0.00032151812991653876,1.4879506441118235e-14,6,1.0,1.2198158238210546e-07,3,1
302,0.062708,0.13804078399999997,-1.3804078399999997,552.6088498229711,-0.0004843253009473641,1.3195071425753246,-0.0002052225851471882,8.394560332240323e-15,6,1.0,9.162183327109397e-08,3,1
303,0.062916,0.128990492,-1.2899049200000001,516.4126933106373,-0.000229703118777884,1.2241451065840399,-9.733182999062882e-05,4.606458987135723e-15,6,1.0,6.787089939985318e-08,3,1
304,0.063125,0.118934612,-1.18934612,476.1858792249445,3.7477941468295282e-06,1.11699001399384,1.5880483673006487e-06,2.3001805875030463e-15,6,1.0,4.7960197948416307e-08,3,1
305,0.063333,0.108375938,-1.08375938,433.9428657556704,0.00021328862739301553,1.0074078521451255,9.037653703093878e-05,9.69051039207431e-16,6,1.0,3.1129584625976235e-08,3,1
306,0.063541,0.09697927399999995,-0.9697927399999995,388.33962869587225,0.0003979335222049085,0.8877158404417939,0.00016861589923936802,3.5228630225426586e-16,6,1.0,1.8769291466521644e-08,3,1
307,0.06375,0.08507981600000003,-0.8507981600000003,340.7200255162997,0.000557922202472787,0.765496077836736,0.0002364077129121979,1.119209463590372e-16,6,1.0,1.0579269635914834e-08,3,1
308,0.063958,0.07250996600000004,-0.7250996600000004,290.41075927102173,0.0006899762750909166,0.634875349125624,0.00029236282842835457,2.4110805869533823e-17,6,1.0,4.910275513121249e-09,3,1
309,0.064166,0.05960491999999995,-0.5960491999999995,238.75573344094764,0.0007946841090131502,0.5034030477030462,0.00033673055466658906,3.767304735570122e-18,6,1.0,1.9409545786858016e-09,3,1
310,0.064375,0.04636467799999999,-0.4636467799999999,185.7541470027316,0.0008718393924248373,0.369164035462616,0.00036942347136645646,3.2743340097718573e-19,6,1.0,5.722177735256048e-10,3,1
311,0.064583,0.03278923999999994,-0.3278923999999994,131.4051787734914,0.0009198423072241171,0.23078324422730656,0.00038976368950174455,7.350868547025366e-21,6,1.0,8.573716175202594e-11,2,1
312,0.064791,0.01904620400000001,-0.1904620400000001,76.38085694528407,0.0009390223103977707,0.09221155371948889,0.0003978908094905809,4.805580044754578e-24,6,1.0,2.185211236403336e-12,2,1
313,0.065,0.005135569999999978,-0.05135569999999978,20.68075536940753,0.000929095613295162,-0.04749615838568742,0.0003936845819047297,2.9157749689905183e-25,6,1.0,4.996003610813204e-13,2,1
314,0.065208,-0.008775064000000055,0.08775064000000055,-35.02414609814422,0.0008902132861893525,-0.18693426493177606,0.00037720901957175956,1.3621511426294685e-21,6,1.0,3.690690810683723e-11,2,1
315,0.065416,-0.022518099999999985,0.22518099999999985,-90.06215737172805,0.0008230035470491167,-0.3231237458665186,0.0003487303165462359,1.0855630658635638e-19,6,1.0,3.2947881710969787e-10,3,1
316,0.065625,-0.03626113600000003,0.36261136000000027,-145.10529598867635,0.0007268879306342012,-0.4598833321287805,0.0003080033604382209,1.8991050569484573e-18,6,1.0,1.3780801639284591e-09,3,1
317,0.065833,-0.04983657399999997,0.49836573999999967,-199.48196742728086,0.0006031773912529041,-0.5947622085639288,0.00025558364036140006,1.4303783294491322e-17,6,1.0,3.78203427302692e-09,3,1
318,0.066041,-0.06290921800000004,0.6290921800000004,-251.84886792479577,0.00045301294565720546,-0.7219444499793208,0.00019195463799034131,6.741154055511221e-17,6,1.0,8.210453121586593e-09,3,1
319,0.06625,-0.07581426400000002,0.7581426400000002,-303.5499878257845,0.0002755532570557668,-0.8490894191456361,0.00011675985468464696,2.5644547483138747e-16,6,1.0,1.601391503665549e-08,3,1
320,0.066458,-0.08804891800000003,0.8804891800000003,-352.56991178224877,7.43919882694808e-05,-0.9671214845494527,3.1522028927746104e-05,6.991208395508694e-16,6,1.0,2.644089331779182e-08,3,1
321,0.066666,-0.09994837600000006,0.9994837600000006,-400.25247738766996,-0.0001509684770374831,-1.0834637755142502,-6.396969365995047e-05,1.7346791735150168e-15,6,1.0,4.1649479868284205e-08,3,1
322,0.066875,-0.11100984400000002,1.1100984400000002,-444.5821810122972,-0.0003992286751545402,-1.187847837880651,-0.0001691646928620933,3.762305881745451e-15,6,1.0,6.133763837474006e-08,3,1
323,0.067083,-0.12156851800000001,1.2156851800000001,-486.90317571499054,-0.0006675294985985217,-1.2899078050191426,-0.00028285148245700076,7.001214178482461e-15,6,1.0,8.367325844297169e-08,3,1
324,0.067291,-0.13128920200000005,1.3128920200000005,-525.8711163559851,-0.0009548165230363122,-1.3811876174893787,-0.0004045832724730137,1.2098329742354528e-14,6,1.0,1.0999240765718186e-07,3,1
325,0.0675,-0.14017189600000002,1.4017189600000002,-561.4867296835494,-0.0012607215012652216,-1.4636601829134361,-0.0005342040259598397,1.999353902424466e-14,6,1.0,1.4139851139326385e-07,3,1
326,0.067708,-0.14838419800000002,1.4838419800000002,-594.4212361537739,-0.0015812665920939006,-1.5410821674455737,-0.0006700282169889411,2.9060987120178576e-14,6,1.0,1.7047283396296e-07,3,1
327,0.067916,-0.15542331399999998,1.5542331399999998,-622.6590978186363,-0.0019147469770919364,-1.6032710817213267,-0.0008113334648694647,3.9880416687248745e-14,6,1.0,1.9970081794265828e-07,3,1
328,0.068125,-0.16162443999999998,1.6162443999999998,-647.5446125016045,-0.0022614545292586863,-1.6588878094102792,-0.0009582434446011382,5.443819791168631e-14,6,1.0,2.33319947513202e-07,3,1
329,0.068333,-0.16681997800000004,1.6681997800000004,-668.4048194540165,-0.0026158563538238038,-1.7038549257938351,-0.0011084137092473747,6.488808041113333e-14,6,1.0,2.5473138874198753e-07,3,1
330,0.068541,-0.17100992800000003,1.7100992800000003,-685.2397857430956,-0.0029774733226444394,-1.7385431193299812,-0.001261641238408661,7.624085242222608e-14,6,1.0,2.761174612704753e-07,3,1
331,0.06875,-0.17419428999999997,1.7419428999999997,-698.0494976807935,-0.003345954315152754,-1.7630669498005422,-0.0014177772521833708,8.861720414763223e-14,6,1.0,2.9768641914800005e-07,3,1
332,0.068958,-0.17620546599999998,1.7620546599999998,-706.1615330777851,-0.0037151456682314554,-1.7749584282629887,-0.0015742142661997706,8.999315699833807e-14,6,1.0,2.999885947742326e-07,3,1
333,0.069166,-0.17704345600000004,1.7704345600000004,-709.5760718408252,-0.004084338912494832,-1.7749675204970052,-0.0017306520815656102,8.999685019076211e-14,6,1.0,2.9999475026430424e-07,3,1
334,0.069375,-0.17704345600000004,1.7704345600000004,-709.6362692043604,-0.004454021414941372,-1.7688158011796102,-0.0018872972097209286,9.09554002868776e-14,6,1.0,3.0158813019093534e-07,3,1
335,0.069583,-0.175702672,1.75702672,-704.3255973761891,-0.0048172069025392795,-1.7460840749899433,-0.0020411893654827653,7.892693065976847e-14,6,1.0,2.809393718123299e-07,3,1
336,0.069791,-0.17335630000000002,1.7335630000000002,-694.9882792251768,-0.005173994982527067,-1.7153273076335946,-0.002192370755308122,6.846679520997643e-14,6,1.0,2.6166160434654026e-07,3,1
337,0.07,-0.17000433999999998,1.7000433999999998,-681.6235366046116,-0.0055240188905840626,-1.6747555409425547,-0.002340685970586555,5.874609520058743e-14,6,1.0,2.423759376812422e-07,3,1
338,0.070208,-0.165646792,1.6564679199999999,-664.2302742931722,-0.005861800866339328,-1.6239518065156986,-0.0024838139264151383,4.4186448211867284e-14,6,1.0,2.102057281960006e-07,3,1
339,0.070416,-0.16011605800000006,1.6011605800000006,-642.1369331239176,-0.006186366379996928,-1.5604111233538451,-0.0026213416864396817,3.2108229011302204e-14,6,1.0,1.7918769200347934e-07,3,1
340,0.070625,-0.15374733400000007,1.5374733400000007,-616.6870276382207,-0.006497955708790204,-1.4908580325038103,-0.002753371063047221,2.31663683625947e-14,6,1.0,1.5220502062839172e-07,3,1
341,0.070833,-0.14637302200000002,1.4637302200000002,-587.2071017812887,-0.006791215103248383,-1.4099009348950893,-0.0028776335183264383,1.4263063727538744e-14,6,1.0,1.1942806907211568e-07,3,1
342,0.071041,-0.13799312200000002,1.3799312200000002,-553.6976492795525,-0.007065570703244661,-1.3190173076743248,-0.002993885891206682,8.369663845764362e-15,6,1.0,9.148586668298307e-08,3,1
343,0.07125,-0.12894283000000006,1.2894283000000006,-517.5018127156641,-0.007321376966656856,-1.2239534134555572,-0.003102278375704006,4.780646585683074e-15,6,1.0,6.914221978841133e-08,3,1
344,0.071458,-0.11905454800000004,1.1905454800000004,-477.94615371315774,-0.00755412938305913,-1.1190020019340094,-0.0032009022809600077,2.245696184805502e-15,6,1.0,4.738877680328e-08,3,1
345,0.071666,-0.10832827600000006,1.0832827600000006,-435.0312759258843,-0.0077633512194169516,-1.0058742132587588,-0.0032895556014515734,9.57311985614573e-16,6,1.0,3.094045845235033e-08,3,1
346,0.071875,-0.096931612,0.96931612,-389.4287231209129,-0.007948845593390156,-0.8875328898239386,-0.0033681549124582695,3.6546308086801537e-16,6,1.0,1.9117088029377326e-08,3,1
347,0.072083,-0.08503215399999997,0.8503215399999997,-341.8086993179794,-0.00810789480070962,-0.7646596505743473,-0.003435548644374469,1.067701186963098e-16,6,1.0,1.033295988716828e-08,3,1
348,0.072291,-0.07262990199999997,0.7262990199999997,-292.17115512002897,-0.008240424593212973,-0.6371624639584332,-0.0034917053361143468,2.4814514771187197e-17,6,1.0,4.981416771725243e-09,3,1
349,0.0725,-0.05972485599999999,0.5972485599999999,-240.51603038323654,-0.008345986520493434,-0.5050809917725441,-0.003536434966319008,4.020342580999189e-18,6,1.0,2.0050632398708242e-09,3,1
350,0.072708,-0.046317016000000044,0.46317016000000044,-186.84245927134208,-0.008422362174980854,-0.367190646574131,-0.0035687975317806454,3.018821877883892e-19,6,1.0,5.494379331659385e-10,3,1
351,0.072916,-0.032909175999999984,0.32909175999999984,-133.16563577036305,-0.008470825467889282,-0.23299660052129345,-0.0035893328253865046,7.940706188837252e-21,6,1.0,8.907393391128539e-11,3,1
352,0.073125,-0.018998542000000063,0.18998542000000063,-77.46957985295901,-0.008489870945931205,-0.09112668919580148,-0.003597402943201121,4.7391549186997915e-24,6,1.0,2.1245958009390165e-12,2,1
353,0.073333,-0.005255506000000021,0.05255506000000021,-22.441109233813,-0.008480372597869176,0.045665134913598866,-0.0035933782194459024,1.7817598731267794e-23,6,1.0,4.218847493575595e-12,2,1
354,0.073541,0.008655128000000012,-0.08655128000000012,33.26398562264929,-0.00844174785874281,0.18569586118445186,-0.003577011804561368,1.3352245568835084e-21,6,1.0,3.593862539378115e-11,2,1
355,0.07375,0.022565761999999934,-0.22565761999999934,88.97343638085444,-0.008373976268663643,0.32426598124003475,-0.0035482950291033026,1.1603891616798173e-19,6,1.0,3.4063526535587675e-10,3,1
356,0.073958,0.036308797999999975,-0.36308797999999975,144.01645648335978,-0.008278121581021538,0.46083984443320136,-0.0035076786360335984,1.858251287941268e-18,6,1.0,1.3631768528240456e-09,3,1
357,0.074166,0.049716638000000035,-0.49716638000000035,197.72136243665176,-0.008154884565166986,0.5924856531468873,-0.003455459561517813,1.3871624919138105e-17,6,1.0,3.72446085745385e-09,3,1
358,0.074375,0.06295687999999999,-0.6295687999999999,250.76016596623725,-0.00800376871655287,0.7230423378665783,-0.003391427422273358,7.090512050508542e-17,6,1.0,8.420516591468798e-09,3,1
359,0.074583,0.07586192599999997,-0.7586192599999997,302.46110524941406,-0.007826965793528713,0.8500140530007578,-0.0033165109294653805,2.4895038289075097e-16,6,1.0,1.5778161375294675e-08,3,1
360,0.074791,0.08809657999999998,-0.8809657999999998,351.4808801627609,-0.007625699003499208,0.9676287982187736,-0.003231228391316273,7.020601455423504e-16,6,1.0,2.6496417449575977e-08,3,1
361,0.075,0.09999603800000001,-0.9999603800000001,399.1634704025264,-0.007399233992254513,1.0835646471038027,-0.003135268640787999,1.8038740724162773e-15,6,1.0,4.2472038518730194e-08,3,1
362,0.075208,0.11105750599999997,-1.1105750599999997,443.49328265763086,-0.0071519942356211945,1.1886526761217238,-0.003030506032044385,3.640355096939137e-15,6,1.0,6.033535505420133e-08,3,1
363,0.075416,0.12161617999999996,-1.2161617999999996,485.81417166406806,-0.006883590075514422,1.2904046158979465,-0.0029167754557274388,7.0228152611040125e-15,6,1.0,8.380223870289654e-08,3,1
364,0.075625,0.131336864,-1.31336864,524.7822206229106,-0.006594886851577532,1.3813551384540168,-0.0027944435811775373,1.2583758336077315e-14,6,1.0,1.1217735186831387e-07,3,1
365,0.075833,0.14021955799999997,-1.4021955799999997,560.3978409186216,-0.006290291629591253,1.464400105703266,-0.0026653778091492025,1.9318884292939842e-14,6,1.0,1.389923890915686e-07,3,1
366,0.076041,0.14826426199999998,-1.4826426199999998,592.6606609916473,-0.005970223669192207,1.5387882711492595,-0.0025297557920308028,2.871673211641832e-14,6,1.0,1.6946011934544089e-07,3,1
367,0.07625,0.15547097600000004,-1.5547097600000004,621.570663756469,-0.005634871313192605,1.6045567272708163,-0.0023876573360986707,4.1706930657085576e-14,6,1.0,2.042227475267767e-07,3,1
368,0.076458,0.16167210200000004,-1.6167210200000004,646.4556987190338,-0.005289671779103023,1.659613144661455,-0.002241386347077607,5.25725368896768e-14,6,1.0,2.292870184954446e-07,3,1
369,0.076666,0.16686763999999998,-1.6686763999999998,667.3158308676559,-0.004935167052140076,1.7043496488603227,-0.0020911724797203967,6.503895684564049e-14,6,1.0,2.550273648368269e-07,3,1
370,0.076875,0.17105758999999998,-1.7105758999999998,684.1510432552594,-0.004571739868038153,1.7388860483345534,-0.001937177910185669,7.93481196392078e-14,6,1.0,2.816879827339566e-07,3,1
371,0.077083,0.17407435400000004,-1.7407435400000004,696.2889628268454,-0.004205482796988146,1.7608513031250341,-0.0017819842360119306,8.442779905455228e-14,6,1.0,2.905646211062769e-07,3,1
372,0.077291,0.17625312800000004,-1.7625312800000004,705.0729384415608,-0.0038359751058445178,1.7764792843443669,-0.0016254131804425938,9.061189376128297e-14,6,1.0,3.0101809538640145e-07,3,1
373,0.0775,0.177091118,-1.77091118,708.4873927747012,-0.003464899821918655,1.7754798273964651,-0.0014681778906434984,9.37332247216451e-14,6,1.0,3.061588227014166e-07,3,1
374,0.077708,0.17692352,-1.7692352,707.8756908600662,-0.0030974652384169027,1.7665124206815026,-0.001312485270515637,8.662386501362235e-14,6,1.0,2.943193249029474e-07,3,1
375,0.077916,0.17575033399999995,-1.7575033399999995,703.2369922352264,-0.002733964420091049,1.7476000881050673,-0.0011584595000385803,7.947681107875232e-14,6,1.0,2.8191631928146123e-07,3,1
376,0.078125,0.17340396199999997,-1.7340396199999997,693.8996254874337,-0.0023753328188634436,1.7159406757301625,-0.001006496957145527,7.134864531214406e-14,6,1.0,2.67111671985612e-07,3,1
377,0.078333,0.17005200200000004,-1.7005200200000004,680.5345206728762,-0.002026903855282028,1.6751392479875762,-0.0008588575657974695,5.6638443839466485e-14,6,1.0,2.3798832710704595e-07,3,1
378,0.078541,0.16569445399999994,-1.6569445399999994,663.1413098677199,-0.0016890239190028554,1.6244227705729466,-0.0007156881012723963,4.428906965939301e-14,6,1.0,2.1044968438756744e-07,3,1
379,0.07875,0.16016372,-1.6016372,641.0483271850977,-0.0013627624464393796,1.5610596773371979,-0.0005774417145929576,3.347523617737885e-14,6,1.0,1.8296239006024237e-07,3,1
380,0.078958,0.15379499600000002,-1.5379499600000002,615.5980345316697,-0.001052604268353564,1.4911450869510376,-0.000446018757776934,2.232868826656366e-14,6,1.0,1.494278697775188e-07,3,1
381,0.079166,0.14642068399999997,-1.4642068399999997,586.1181958780608,-0.000759248329812312,1.4103650891406352,-0.0003217153939882678,1.4300669804396157e-14,6,1.0,1.1958540798710336e-07,3,1
382,0.079375,0.13804078399999997,-1.3804078399999997,552.609102883698,-0.0004834193437403129,1.319755914220086,-0.00020483870497470886,8.736078593820535e-15,6,1.0,9.346699200124974e-08,3,1
383,0.079583,0.128990492,-1.2899049200000001,516.4128536825228,-0.0002287939025058806,1.224160775165541,-9.694656885842398e-05,4.606930662534596e-15,6,1.0,6.787437411990971e-08,3,1
384,0.079791,0.118934612,-1.18934612,476.1857066970369,3.4744015147334627e-06,1.1166745385606454,1.4722040316667214e-06,2.208599172339664e-15,6,1.0,4.6995735681144e-08,3,1
385,0.08,0.108375938,-1.08375938,433.94312667024553,0.0002140881640539207,1.0077213518621357,9.07153237516613e-05,1.0094650627020418e-15,6,1.0,3.177207992391571e-08,3,1
386,0.080208,0.09697927399999995,-0.9697927399999995,388.3397728074794,0.000398737167175316,0.8877355919297855,0.00016895642676920168,3.5234901112367135e-16,6,1.0,1.8770961894870206e-08,3,1
387,0.080416,0.08507981600000003,-0.8507981600000003,340.719868914691,0.0005578824243934504,0.7651214289333389,0.00023639085779383494,1.0728695717477622e-16,6,1.0,1.0357941736285377e-08,3,1
388,0.080625,0.07250996600000004,-0.7250996600000004,290.41102264978485,0.0006906493782086727,0.635248582847951,0.0002926480416138444,2.517197288773277e-17,6,1.0,5.017167782857922e-09,3,1
389,0.080833,0.05960491999999995,-0.5960491999999995,238.75585776229605,0.0007953621037626174,0.5034265651631961,0.00033701784057738027,3.768712862837183e-18,6,1.0,1.941317266028057e-09,3,1
390,0.081041,0.04636467799999999,-0.4636467799999999,185.75401770933806,0.0008720614218767391,0.36874672170250833,0.0003695175516426861,3.122694050376558e-19,6,1.0,5.588106564887077e-10,3,1
391,0.08125,0.03278923999999994,-0.3278923999999994,131.40543105441915,0.0009203793744000209,0.23118637570948133,0.0003899912603389919,7.74596027754255e-21,6,1.0,8.80101496747886e-11,2,1
392,0.081458,0.01904620400000001,-0.1904620400000001,76.38095903183064,0.0009395646620897834,0.09223696004693531,0.0003981206195295693,4.798401257926916e-24,6,1.0,2.187620406141251e-12,2,1
393,0.081666,0.005135569999999978,-0.05135569999999978,20.68066434591225,0.0009295941868518331,-0.04793497710553026,0.00039389584188637003,1.6779616610286647e-25,6,1.0,3.7470027081099033e-13,2,1
394,0.081875,-0.008775064000000055,0.08775064000000055,-35.02391340053335,0.0008906112652288511,-0.18652115609082243,0.00037737765475798777,1.3905707471586343e-21,6,1.0,3.729032807974157e-11,2,1
395,0.082083,-0.022518099999999985,0.22518099999999985,-90.06207858444304,0.0008234069420216158,-0.32309770772709295,0.00034890124661932873,1.0848652995361678e-19,6,1.0,3.293726273973788e-10,3,1
396,0.082291,-0.03626113600000003,0.36261136000000027,-145.1053385162186,0.000727660962954686,-0.4603172070525472,0.00030833091650622296,1.8414576137103083e-18,6,1.0,1.357003094963841e-09,3,1
397,0.0825,-0.04983657399999997,0.49836573999999967,-199.48176165930343,0.0006034399252961546,-0.594359031859,0.00025569488360006545,1.4782862925981347e-17,6,1.0,3.84484883398786e-09,3,1
398,0.082708,-0.06290921800000004,0.6290921800000004,-251.84881236552297,0.00045328076601609455,-0.7219190350002891,0.00019206812119326042,6.73925573179827e-17,6,1.0,8.209296998868382e-09,3,1
399,0.082916,-0.07581426400000002,0.7581426400000002,-303.54997599837134,0.00027658535272459734,-0.849497179286045,0.00011719718335788023,2.47741935712785e-16,6,1.0,1.5739820063814936e-08,3,1
400,0.083125,-0.08804891800000003,0.8804891800000003,-352.56974254032804,7.453291130855665e-05,-0.9667580928997123,3.158174207989689e-05,7.242860801979432e-16,6,1.0,2.6912563611470723e-08,3,1
401,0.083333,-0.09994837600000006,0.9994837600000006,-400.2524435300701,-0.00015082278840090606,-1.0834408639878024,-6.390796118682459e-05,1.7343857336323599e-15,6,1.0,4.1645956986715755e-08,3,1
402,0.083541,-0.11100984400000002,1.1100984400000002,-444.5821076981589,-0.0003979681155010012,-1.1881986879812272,-0.0001686305574156785,3.6292471673385246e-15,6,1.0,6.024323337192457e-08,3,1
403,0.08375,-0.12156851800000001,1.2156851800000001,-486.90304412749475,-0.0006674932981689875,-1.2895941754449054,-0.0002828361432919439,7.260927666976526e-15,6,1.0,8.52110771348297e-08,3,1
404,0.083958,-0.13128920200000005,1.3128920200000005,-525.8711016125878,-0.000954776209130214,-1.381167841159744,-0.0004045661903094127,1.2096943687905626e-14,6,1.0,1.0998610679474976e-07,3,1
405,0.084166,-0.14017189600000002,1.4017189600000002,-561.4865975508607,-0.0012592762006087567,-1.463942266723764,-0.0005335916104274393,1.9270616505066578e-14,6,1.0,1.3881864609722427e-07,3,1
406,0.084375,-0.14838419800000002,1.4838419800000002,-594.4211461579853,-0.0015813113840592574,-1.540838198327748,-0.0006700471966352786,3.01594840164532e-14,6,1.0,1.736648612018274e-07,3,1
407,0.084583,-0.15542331399999998,1.5542331399999998,-622.6590987126785,-0.001914788568294023,-1.6032556934363733,-0.0008113510882601792,3.9877353842213575e-14,6,1.0,1.9969314921112026e-07,3,1
408,0.084791,-0.16162443999999998,1.6162443999999998,-647.5444243229562,-0.0022598783015209626,-1.6590852558987506,-0.0009575755514919335,5.243890809890601e-14,6,1.0,2.289954324777414e-07,3,1
409,0.085,-0.16681997800000004,1.6681997800000004,-668.4047738566103,-0.002615951711551353,-1.7037005264611922,-0.001108454115064133,6.737731022695878e-14,6,1.0,2.595713971598615e-07,3,1
410,0.085208,-0.17100992800000003,1.7100992800000003,-685.2397976637387,-0.002977566653349353,-1.738533374028848,-0.0012616807853175226,7.623743346168076e-14,6,1.0,2.7611127006737703e-07,3,1
411,0.085416,-0.17419428999999997,1.7419428999999997,-698.0492593025713,-0.003344305905771052,-1.763169482796631,-0.0014170787736318023,8.532110522193556e-14,6,1.0,2.920977665459126e-07,3,1
412,0.085625,-0.17620546599999998,1.7620546599999998,-706.1615284730248,-0.0037152597116802562,-1.774898592866999,-0.0015742625896950251,9.348802867033331e-14,6,1.0,3.0575812118039654e-07,3,1
413,0.085833,-0.17704345600000004,1.7704345600000004,-709.5760895226267,-0.004084452168587493,-1.7749637351309462,-0.0017307000714353816,8.999531051362054e-14,6,1.0,2.9999218407846417e-07,3,1
414,0.086041,-0.17704345600000004,1.7704345600000004,-709.6359893398277,-0.00445236620829553,-1.768817498596337,-0.0018865958509726908,8.753227887278582e-14,6,1.0,2.9585854535923077e-07,3,1
415,0.08625,-0.175702672,1.75702672,-704.3256300680866,-0.004817306078526678,-1.7461237810103847,-0.002041231389206239,8.202907324025543e-14,6,1.0,2.864071808173416e-07,3,1
416,0.086458,-0.17335630000000002,1.7335630000000002,-694.9882971177237,-0.0051740946760878,-1.7153297959669362,-0.002192412998342331,6.846759368632986e-14,6,1.0,2.6166313011969364e-07,3,1
417,0.086666,-0.17000433999999998,1.7000433999999998,-681.6232244629152,-0.005522422236938039,-1.6746517348568086,-0.0023400094224314606,5.6506711263271784e-14,6,1.0,2.3771140324074395e-07,3,1
418,0.086875,-0.165646792,1.6564679199999999,-664.2303352244173,-0.005861855190191789,-1.6240811160467534,-0.00248383694499669,4.5944061967063604e-14,6,1.0,2.1434565989992882e-07,3,1
419,0.087083,-0.16011605800000006,1.6011605800000006,-642.136945873348,-0.006186422396505027,-1.5604192611213368,-0.0026213654222481983,3.2109567536136816e-14,6,1.0,1.7919142694867345e-07,3,1
420,0.087291,-0.15374733400000007,1.5374733400000007,-616.6866976678241,-0.006496479398171738,-1.490658661859189,-0.002752745507700412,2.2270484609408265e-14,6,1.0,1.4923298750666938e-07,3,1
421,0.0875,-0.14637302200000002,1.4637302200000002,-587.2071858405217,-0.006791194444076343,-1.4101198368641328,-0.0028776247644399806,1.483938370856396e-14,6,1.0,1.218170089227019e-07,3,1
422,0.087708,-0.13799312200000002,1.3799312200000002,-553.6976517780147,-0.007065552911370364,-1.3190310927597173,-0.0029938783522768953,8.370364737854057e-15,6,1.0,9.14896972370211e-08,3,1
423,0.087916,-0.12894283000000006,1.2894283000000006,-517.5014784835206,-0.007320076075470909,-1.2236690581756977,-0.003101727150625211,4.592148800179574e-15,6,1.0,6.776539504946201e-08,3,1
424,0.088125,-0.11905454800000004,1.1905454800000004,-477.9462507157731,-0.00755400885189943,-1.119295580997704,-0.0032008512084347102,2.338438405475265e-15,6,1.0,4.835740253289944e-08,3,1
425,0.088333,-0.10832827600000006,1.0832827600000006,-435.0312635466324,-0.007763234535088746,-1.0058927076409412,-0.003289506158939621,9.574524769518254e-16,6,1.0,3.094272874628852e-08,3,1
426,0.088541,-0.096931612,0.96931612,-389.4283968998644,-0.007947766819595284,-0.8871744447429742,-0.0033676978049180625,3.5057116792043844e-16,6,1.0,1.8723545671590924e-08,3,1
427,0.08875,-0.08503215399999997,0.8503215399999997,-341.80879992404573,-0.008107654531328454,-0.7650129747998539,-0.0034354468353146508,1.1135718776992948e-16,6,1.0,1.0552591159701313e-08,3,1
428,0.088958,-0.07262990199999997,0.7262990199999997,-292.171124086247,-0.008240188954429182,-0.6371847264458059,-0.00349160548917206,2.482147980814467e-17,6,1.0,4.982112075660656e-09,3,1
429,0.089166,-0.05972485599999999,0.5972485599999999,-240.5157279453847,-0.008345161267221573,-0.5046745807326486,-0.0035360852827292268,3.844109897479325e-18,6,1.0,1.960639529690559e-09,3,1
430,0.089375,-0.046317016000000044,0.46317016000000044,-186.84255499204951,-0.008421987323057403,-0.36758878390349187,-0.0035686386962198572,3.164769858508974e-19,6,1.0,5.625136654759978e-10,3,1
431,0.089583,-0.032909175999999984,0.32909175999999984,-133.1655831563959,-0.008470455834556023,-0.23302168989721642,-0.003589176201092746,7.950338018814259e-21,6,1.0,8.911232144445495e-11,3,1
432,0.089791,-0.018998542000000063,0.18998542000000063,-77.46931103880834,-0.008489319044693397,-0.09068851027583741,-0.003597169086744416,2.541196925172577e-23,6,1.0,4.6074255521944e-12,3,1
433,0.09,-0.005255506000000021,0.05255506000000021,-22.441185661456064,-0.008479860330950937,0.045257003552434685,-0.003593161157192405,4.8622119060537996e-23,6,1.0,6.966649479522857e-12,2,1
434,0.090208,0.008655128000000012,-0.08655128000000012,33.264061250907424,-0.008441240942494592,0.18567013680935515,-0.003576797009540931,1.3108782970312727e-21,6,1.0,3.591872011952067e-11,2,1
435,0.090416,0.022565761999999934,-0.22565761999999934,88.97365848351983,-0.008373702273717755,0.3247051383501777,-0.0035481789295499573,1.1288617804860084e-19,6,1.0,3.3597649944268337e-10,3,1
436,0.090625,0.036308797999999975,-0.36308797999999975,144.0164033165444,-0.008277472048088428,0.4604317015757284,-0.0035074034102144775,1.9173394152107657e-18,6,1.0,1.3846652655442578e-09,3,1
437,0.090833,0.049884236000000026,-0.49884236000000026,198.3930662031267,-0.008153660773289963,0.5952465134541626,-0.003454941005637708,1.4397288962973362e-17,6,1.0,3.7943684093555375e-09,3,1
438,0.091041,0.06295687999999999,-0.6295687999999999,250.7599807863409,-0.008003397020235283,0.7224218896859628,-0.0033912699238337,6.776903461792703e-17,6,1.0,8.232194070710184e-09,3,1
