sample,time_s,vout_v,burden_current_a,estimated_primary_current_a,estimated_flux_wb,estimated_ct_secondary_voltage_v,estimated_magnetizing_current_a,chi_square,degrees_of_freedom,confidence,max_abs_normalized_residual,iterations,converged
1279,0.26625,-0.135786497,1.35786497,-543.6656946118127,0.0004817749421752363,-1.5034084541822565,0.00020414192465052387,2.38407493725157e-14,6,1.0,1.5440449919694283e-07,3,1
1280,0.266459,-0.15546363800000002,1.5546363800000003,-622.5101291471657,0.0001279084014649938,-1.6931413431110889,5.419847519703127e-05,6.410816198128935e-14,6,1.0,2.531958964541801e-07,3,1
1281,0.266667,-0.174220211,1.74220211,-697.6750613008038,-0.0002619936308757758,-1.8745290016384415,-0.00011101425037109144,1.3926478409030693e-13,6,1.0,3.7318197181635586e-07,3,1
1282,0.266875,-0.191864431,1.91864431,-768.3913344513585,-0.0006869282378403573,-2.04295484117601,-0.0002910712872204904,2.771878146027164e-13,6,1.0,5.264862909916559e-07,3,1
1283,0.267084,-0.208357941,2.08357941,-834.5056824966911,-0.0011465159749214366,-2.198984387947593,-0.0004858118537802698,5.189730157529491e-13,6,1.0,7.20397817704175e-07,3,1
1284,0.267292,-0.223547313,2.23547313,-895.4029236147393,-0.0016336431099776508,-2.3419573800781106,-0.0006922216567701911,8.266770767244992e-13,6,1.0,9.092178378822664e-07,3,1
1285,0.2675,-0.237355833,2.37355833,-950.7753406897152,-0.002147423210111343,-2.4700966352576432,-0.0009099250890302301,1.2659470750190324e-12,6,1.0,1.125143135346648e-06,3,1
1286,0.267709,-0.24970678699999999,2.49706787,-1000.3156879876806,-0.0026872080321804263,-2.582702497938701,-0.0011386474712628924,1.8791552411317845e-12,6,1.0,1.3708228336019783e-06,3,1
1287,0.267917,-0.260523461,2.60523461,-1043.7158705464387,-0.003244689226532507,-2.680198049769085,-0.001374868316327334,2.4324228708019016e-12,6,1.0,1.5596226693619904e-06,3,1
1288,0.268125,-0.269729141,2.69729141,-1080.6681214347714,-0.003818916611591916,-2.760708582016575,-0.0016181850049118303,3.082254628537932e-12,6,1.0,1.7556351068737787e-06,3,1
1289,0.268334,-0.277247113,2.77247113,-1110.8651669543744,-0.004409038697390377,-2.823550649753201,-0.0018682367361823702,3.834707690716274e-12,6,1.0,1.958240968442488e-06,3,1
1290,0.268542,-0.283077377,2.8307737700000004,-1134.3059669797394,-0.005005991349601701,-2.8699646740930973,-0.0021211827752549875,4.204519743470472e-12,6,1.0,2.0504925610042476e-06,3,1
1291,0.26875,-0.287181576,2.87181576,-1150.8364341768108,-0.005608914072446236,-2.898666936752766,-0.002376658505273932,4.5529255327280475e-12,6,1.0,2.133758545538988e-06,3,1
1292,0.268959,-0.289482996,2.89482996,-1160.149184305547,-0.006216841925941241,-2.9087457105022128,-0.0026342550533652535,4.864225274828929e-12,6,1.0,2.2054988708904695e-06,3,1
1293,0.269167,-0.290019994,2.9001999400000003,-1162.3965979252503,-0.006820368135470323,-2.901568315043856,-0.002889986498081536,4.589510992723382e-12,6,1.0,2.1423143984014383e-06,3,1
1294,0.269375,-0.28879257,2.8879257000000003,-1157.5783761089153,-0.007418724433243567,-2.8767129700638647,-0.0031435273022240983,4.284264101465962e-12,6,1.0,2.0698463904775716e-06,3,1
1295,0.269584,-0.28572401000000003,2.8572401000000003,-1145.3870277546346,-0.008010831709883967,-2.833049170528034,-0.003394420216057764,3.93913168090904e-12,6,1.0,1.9847245761884505e-06,3,1
1296,0.269792,-0.280929385,2.8092938499999995,-1126.28213534313,-0.008587552274302936,-2.772695021245233,-0.003638793336580293,3.1909561155419177e-12,6,1.0,1.7863247354224575e-06,3,1
1297,0.27,-0.274408695,2.74408695,-1100.2634074269267,-0.00914816002557192,-2.695229573408038,-0.0038763389939089742,2.5437245723224186e-12,6,1.0,1.5949057956347315e-06,3,1
1298,0.270209,-0.266200297,2.6620029699999996,-1067.4844473365042,-0.009691858601857556,-2.601428594668621,-0.0041067197465924086,1.9909612033778184e-12,6,1.0,1.4110142121860245e-06,3,1
1299,0.270417,-0.256342548,2.5634254800000003,-1028.0970677708215,-0.010209972058527673,-2.4909300801442984,-0.004326259346909312,1.353930418261686e-12,6,1.0,1.1635851132716247e-06,3,1
1300,0.270625,-0.244873805,2.44873805,-982.2550302423786,-0.010701858717877705,-2.364839708413775,-0.004534685897532595,8.93547606970943e-13,6,1.0,9.45276417667481e-07,3,1
1301,0.270834,-0.231947496,2.31947496,-930.5729589272238,-0.011167019446030062,-2.2256494169967684,-0.00473178790106267,5.71507200724615e-13,6,1.0,7.559808910194117e-07,3,1
1302,0.271042,-0.21756362099999998,2.17563621,-873.0486910880205,-0.011597825868730203,-2.0711847245200468,-0.004914332995531725,3.0935334636986336e-13,6,1.0,5.561953581213622e-07,3,1
1303,0.27125,-0.201837251,2.01837251,-810.1436528259518,-0.011993949411679618,-1.904440110333853,-0.005082181954545845,1.5806755126114736e-13,6,1.0,3.975770408693683e-07,3,1
1304,0.271459,-0.18484509999999998,1.8484509999999998,-742.1648891683019,-0.01235471942572732,-1.726172316017589,-0.005235050604737315,7.482402710254367e-14,6,1.0,2.73539755367533e-07,3,1
1305,0.271667,-0.166740596,1.66740596,-669.7253102409252,-0.012674377308091732,-1.5368167421366974,-0.005370498860176201,2.842371919559448e-14,6,1.0,1.685933131382461e-07,3,1
1306,0.271875,-0.147600453,1.47600453,-593.1324554204906,-0.0129527165312361,-1.3381693420403205,-0.005488439209186265,9.392752228597126e-15,6,1.0,9.691618343900428e-08,3,1
1307,0.272084,-0.127578099,1.27578099,-513.0008601037074,-0.013189395134050466,-1.1324335062887525,-0.0055887267529798855,2.5672585639102897e-15,6,1.0,5.066810347480709e-08,3,1
1308,0.272292,-0.106750248,1.0675024800000001,-429.6360510511823,-0.0133803415043783,-0.9180113958069549,-0.005669636232148807,4.607750128760344e-16,6,1.0,2.14656618218248e-08,3,1
1309,0.2725,-0.085231971,0.8523197100000001,-343.49956995074524,-0.01352553697362511,-0.6980551406095259,-0.005731159736253519,5.1501822055449304e-17,6,1.0,7.176473499660718e-09,3,1
1310,0.272709,-0.063215053,0.6321505299999999,-255.35958021346593,-0.01362484943592419,-0.4751792454502374,-0.005773241288214826,2.4673449132750287e-18,6,1.0,1.5707750313127822e-09,3,1
1311,0.272917,-0.040814565,0.40814564999999997,-165.6754910828043,-0.01367642938188251,-0.24798050941495403,-0.005795097197595858,1.313065290253254e-20,6,1.0,1.1429395028062644e-10,3,1
1312,0.273125,-0.018183935000000012,0.18183935000000012,-75.06256008831363,-0.013680625760394763,-0.02017489669352287,-0.005796875324090465,9.552900457718927e-26,6,1.0,2.983724378680108e-13,3,1
1313,0.273334,0.004600122999999984,-0.04600122999999984,16.17223093875014,-0.013637191712050963,0.20781841312821137,-0.005778471066252725,3.316779671676754e-21,6,1.0,5.746745852623636e-11,3,1
1314,0.273542,0.02734582399999999,-0.2734582399999999,107.26146419671798,-0.013546606085901757,0.4355078180250619,-0.005740087326230031,1.1821949635689667e-18,6,1.0,1.0872669409765778e-09,3,1
1315,0.27375,0.04989974,-0.4989974,197.58999242758526,-0.013409421871826895,0.6595394907445786,-0.005681958421781441,3.2706335879949416e-17,6,1.0,5.7189370833389194e-09,3,1
1316,0.273959,0.07218515699999997,-0.7218515699999997,286.8508238080791,-0.013225594848550662,0.879555135292921,-0.00560406561509492,3.399951013196974e-16,6,1.0,1.843894659083866e-08,3,1
1317,0.274167,0.09401028999999997,-0.9401028999999996,374.2761472878223,-0.012997830000948533,1.09502330577954,-0.005507555086223432,1.888388697604431e-15,6,1.0,4.345557808450688e-08,3,1
1318,0.274375,0.11526006799999997,-1.1526006799999997,459.4045038613802,-0.012726749790316952,1.3032702434211496,-0.005392690589970493,7.602914704086351e-15,6,1.0,8.719466561811235e-08,3,1
1319,0.274584,0.135781063,-1.3578106300000001,541.6213856163596,-0.012412734154338401,1.5024671577920024,-0.005259633116893217,2.4649482843264047e-14,6,1.0,1.5700149493468821e-07,3,1
1320,0.274792,0.15545820400000002,-1.55458204,620.4661339785472,-0.01206045357505209,1.6936566311843027,-0.0051103616848162895,6.184537256633812e-14,6,1.0,2.486872438935226e-07,3,1
1321,0.275,0.17421477700000002,-1.74214777,695.6308517300791,-0.011670555502884795,1.8745099623423842,-0.00494515063714452,1.3925350762789256e-13,6,1.0,3.731667982636417e-07,3,1
1322,0.275209,0.191858997,-1.91858997,766.3472115117864,-0.01124370621810697,2.0423410754923803,-0.004764282296026347,2.873385390958483e-13,6,1.0,5.360396099164579e-07,3,1
1323,0.275417,0.208352507,-2.08352507,832.4616219546622,-0.010786226858840673,2.1994199964721486,-0.004570435109816478,5.002296676712735e-13,6,1.0,7.072690937214997e-07,3,1
1324,0.275625,0.22354187899999997,-2.2354187899999998,893.3586786491779,-0.01029910458868846,2.3419339911165675,-0.004364027368171462,8.266111608514739e-13,6,1.0,9.091815262145795e-07,3,1
1325,0.275834,0.23735039899999996,-2.3735039899999997,948.7313090979004,-0.009782957418552075,2.4696036848629146,-0.00414532094011165,1.313365918572159e-12,6,1.0,1.1460217257834094e-06,3,1
1326,0.276042,0.249701353,-2.49701353,998.2715519184775,-0.009245690264725388,2.5830151626284765,-0.003917665366434419,1.8101711035469838e-12,6,1.0,1.345425952265167e-06,3,1
1327,0.27625,0.26051802700000004,-2.6051802700000004,1041.6715958629497,-0.00868821554491202,2.6801669221798394,-0.003681447264806016,2.4321970073325433e-12,6,1.0,1.5595502281823422e-06,3,1
1328,0.276459,0.26972370700000003,-2.6972370700000003,1078.624175548896,-0.008111300203754794,2.760360484005668,-0.003436991611766507,3.199588070585536e-12,6,1.0,1.7887392200503153e-06,3,1
1329,0.276667,0.27724167899999996,-2.7724167899999994,1108.8209553664044,-0.007523966483803866,2.8237198074565786,-0.003188121391444939,3.692128592772752e-12,6,1.0,1.921491229440965e-06,3,1
1330,0.276875,0.28307194299999994,-2.8307194299999994,1132.2616702444118,-0.0069270221870070614,2.869924503830982,-0.0029351788928006573,4.204049401340238e-12,6,1.0,2.050377860778849e-06,3,1
1331,0.277084,0.28717614199999997,-2.8717614199999995,1148.7925632630156,-0.00632123993869663,2.898479656987505,-0.002678491499448109,4.728568349509974e-12,6,1.0,2.1745271515564117e-06,3,1
1332,0.277292,0.28947756199999997,-2.89477562,1158.1049014977082,-0.005716217867187102,2.908759959180622,-0.002422126214909915,4.681306827658059e-12,6,1.0,2.163632783055656e-06,3,1
1333,0.2775,0.29001456000000003,-2.9001456,1160.3522876843813,-0.005112702043726134,2.9015183820233035,-0.0021663991710704333,4.58887879120589e-12,6,1.0,2.1421668440867684e-06,3,1
1334,0.277709,0.28878713599999994,-2.887871359999999,1155.534565128687,-0.004511473012615603,2.876693928759081,-0.0019116411070405194,4.45160740696406e-12,6,1.0,2.1098832682624377e-06,3,1
1335,0.277917,0.28571857599999995,-2.8571857599999992,1143.3426810034584,-0.003922228991872238,2.8329039458809997,-0.0016619614372340012,3.7892982158257505e-12,6,1.0,1.946611983792163e-06,3,1
1336,0.278125,0.280923951,-2.8092395100000003,1124.2378205733125,-0.0033455209042248424,2.772635036766511,-0.001417593603485103,3.1904037773321574e-12,6,1.0,1.7861701422960243e-06,3,1
1337,0.278334,0.274403261,-2.74403261,1098.219637973399,-0.002782186961997828,2.6953777140046635,-0.0011788927805075544,2.644385014546824e-12,6,1.0,1.6261565159984698e-06,3,1
1338,0.278542,0.26619486299999995,-2.6619486299999995,1065.440048054815,-0.0022411517725255754,2.601130718616774,-0.0009496405815786337,1.9142622260387987e-12,6,1.0,1.3835686560610202e-06,3,1
1339,0.27875,0.25633711400000003,-2.56337114,1026.0527573425459,-0.0017230527942321788,2.490860472564574,-0.0007301071162000757,1.3536276007708188e-12,6,1.0,1.1634550273943372e-06,3,1
1340,0.278959,0.244868371,-2.44868371,980.2112810987535,-0.0012287376379583274,2.365144288391467,-0.0005206515415077658,9.294557737298338e-13,6,1.0,9.640828666296905e-07,3,1
1341,0.279167,0.23194206199999998,-2.31942062,928.5285200799813,-0.0007658936639519106,2.2252114134925383,-0.0003245312135389452,5.491288063442312e-13,6,1.0,7.41032257289835e-07,3,1
1342,0.279375,0.217558187,-2.17558187,871.0043932998863,-0.0003351035572063865,2.071106282430544,-0.00014199303271457056,3.09259522924381e-13,6,1.0,5.561110706721923e-07,3,1
1343,0.279584,0.201831817,-2.01831817,808.0999005798324,6.301628617527392e-05,1.9048796334049396,2.6701816175963522e-05,1.64553799032826e-13,6,1.0,4.056523129879754e-07,3,1
1344,0.279792,0.18483966599999999,-1.84839666,740.1204253327978,0.00042194390303083363,1.7256135425749226,0.00017878978941984476,7.182114453453737e-14,6,1.0,2.67994672585475e-07,3,1
1345,0.28,0.16673516199999996,-1.6673516199999996,667.6810324578597,0.0007415838854511604,1.5367306847128033,0.0003142304599369324,2.8410972836369057e-14,6,1.0,1.6855554822043497e-07,3,1
1346,0.280209,0.14759501899999997,-1.4759501899999996,591.0886774392136,0.0010213757899412215,1.3387172463641894,0.00043278635167000914,9.792159314699124e-15,6,1.0,9.895533999157575e-08,3,1
1347,0.280417,0.127572665,-1.27572665,510.9563886299183,0.0012567870089163664,1.1317847066110476,0.000532536868184901,2.459317368091313e-15,6,1.0,4.95915049956507e-08,3,1
1348,0.280625,0.106744814,-1.06744814,427.59179916846335,0.0014477142980454628,0.9179196592745635,0.0006134382618836707,4.604064012732722e-16,6,1.0,2.14570827749042e-08,3,1
1349,0.280834,0.08522653700000002,-0.8522653700000002,341.45574463762523,0.001593738169421095,0.6986788104098592,0.0006753127836530064,5.389992708934643e-17,6,1.0,7.341656938230718e-09,3,1
1350,0.281042,0.06320961899999997,-0.6320961899999997,253.31511670329388,0.0016924281740328126,0.47447117601777883,0.0007171305822172937,2.3462956858256586e-18,6,1.0,1.5317622233515506e-09,3,1
1351,0.28125,0.040809131,-0.40809131,163.63126924361802,0.0017439882607809428,0.24788503244294982,0.0007389780766020944,1.3023120619003935e-20,6,1.0,1.141177595197509e-10,2,1
1352,0.281459,0.018178500999999986,-0.18178500999999986,73.01866710778326,0.0017483426911835862,0.02083459522795819,0.0007408231742303332,1.0461336970390154e-24,6,1.0,1.0130785099704553e-12,2,1
1353,0.281667,-0.00460555700000001,0.0460555700000001,-18.216670699638648,0.0017049644354348798,-0.20854930648418,0.0007224425573876609,3.269077738535667e-21,6,1.0,5.717247827665109e-11,2,1
1354,0.281875,-0.027351258000000017,0.27351258000000017,-109.305653785459,0.001614358649731746,-0.43560473895740265,0.0006840502753100619,1.18425478271031e-18,6,1.0,1.0882342432386577e-09,3,1
1355,0.282084,-0.049905174,0.49905173999999997,-199.63396847558815,0.0014766524420860728,-0.6588813762950411,0.0006257001873246071,3.3715178424167476e-17,6,1.0,5.806477258114685e-09,3,1
1356,0.282292,-0.072190591,0.72190591,-288.89522572204925,0.001293556019479888,-0.8802712625297938,0.0005481169574067322,3.2933371638576966e-16,6,1.0,1.8147553969666673e-08,3,1
1357,0.2825,-0.09401572400000001,0.9401572400000001,-376.320304533316,0.0010657712047847463,-1.0951193014190235,0.00045159796812912985,1.8897113673659373e-15,6,1.0,4.3470810508892417e-08,3,1
1358,0.282709,-0.115265502,1.15265502,-461.44857463614323,0.0007935168253265376,-1.302652533292773,0.00033623594293497353,7.870390965807103e-15,6,1.0,8.871522397045586e-08,3,1
1359,0.282917,-0.135786497,1.35786497,-543.66573772824,0.0004808655923967066,-1.5031309275473657,0.00020375660694775706,2.380556441553104e-14,6,1.0,1.5429051952318286e-07,3,1
1360,0.283125,-0.15546363800000002,1.5546363800000003,-622.5102609308888,0.00012856573133545164,-1.6937493320249264,5.447700480315748e-05,6.187241891251875e-14,6,1.0,2.487416710412533e-07,3,1
1361,0.283334,-0.174220211,1.74220211,-697.6750243202325,-0.0002630940548567475,-1.8739702688625628,-0.00011148053171896082,1.4436741445492747e-13,6,1.0,3.799571218633126e-07,3,1
1362,0.283542,-0.191864431,1.91864431,-768.3915055587797,-0.000688021299998714,-2.042919447797509,-0.00029153444915199753,2.771493993110173e-13,6,1.0,5.26449807019485e-07,3,1
1363,0.28375,-0.208357941,2.08357941,-834.5057226603058,-0.0011455188224003647,-2.1995073192388532,-0.0004853893315255783,5.003884698023548e-13,6,1.0,7.073814174810611e-07,3,1
1364,0.283959,-0.223547313,2.23547313,-895.4029550731225,-0.0016348936085372988,-2.3415061537650703,-0.0006927515290412283,8.576893841967129e-13,6,1.0,9.261152110810718e-07,3,1
1365,0.284167,-0.237355833,2.37355833,-950.7755402517157,-0.002148667789195284,-2.4700681762404804,-0.0009104524530488493,1.2658303777699983e-12,6,1.0,1.1250912753053262e-06,3,1
1366,0.284375,-0.24970678699999999,2.49706787,-1000.3156321607609,-0.0026859516139355285,-2.583095311251349,-0.0011381150906506477,1.8106205603997046e-12,6,1.0,1.34559301439646e-06,3,1
1367,0.284584,-0.260523461,2.60523461,-1043.7159719275055,-0.003246045837405641,-2.6798766673209222,-0.0013754431514430684,2.5251435310866594e-12,6,1.0,1.5890700208219403e-06,3,1
1368,0.284792,-0.269729141,2.69729141,-1080.6683425433164,-0.00382026900492023,-2.7606883053587863,-0.0016187580529323023,3.082073685589982e-12,6,1.0,1.7555835740674235e-06,3,1
1369,0.285,-0.277247113,2.77247113,-1110.8650223691438,-0.004407617604604696,-2.8237913446370464,-0.0018676345782223363,3.6928765827125225e-12,6,1.0,1.9216858698809507e-06,3,1
1370,0.285209,-0.283077377,2.8307737700000004,-1134.3061370854105,-0.005007403998476639,-2.869791358238756,-0.0021217813552867407,4.366869441663293e-12,6,1.0,2.0897055871367456e-06,3,1
1371,0.285417,-0.287181576,2.87181576,-1150.8366688444528,-0.005610324444515997,-2.8986559905740337,-0.0023772561205577295,4.552788006062187e-12,6,1.0,2.1337263189041954e-06,3,1
1372,0.285625,-0.289482996,2.89482996,-1160.1489635273688,-0.0062153594100643065,-2.9088219497509105,-0.002633626868671637,4.682104545868264e-12,6,1.0,2.1638171227554988e-06,3,1
1373,0.285834,-0.290019994,2.9001999400000003,-1162.3968314209792,-0.006821783817578999,-2.9015521890660803,-0.0028905863633818243,4.7688173339273015e-12,6,1.0,2.183762194558305e-06,3,1
1374,0.286042,-0.28879257,2.8879257000000003,-1157.5786156026675,-0.007420139899174069,-2.8767119307449533,-0.0031441270759234685,4.284251762269827e-12,6,1.0,2.06984340976863e-06,3,1
1375,0.28625,-0.28572401000000003,2.8572401000000003,-1145.3867469148329,-0.00800939473829084,-2.8329559572923624,-0.0033938113297894796,3.789855123803793e-12,6,1.0,1.9467550147809587e-06,3,1
1376,0.286459,-0.280929385,2.8092938499999995,-1126.2824236594452,-0.00858891772005573,-2.7728372333246423,-0.0036393719152891238,3.317130862182195e-12,6,1.0,1.821299207945741e-06,3,1
1377,0.286667,-0.274408695,2.74408695,-1100.263642750051,-0.009149527331068184,-2.695238514483131,-0.003876918360644716,2.543792180393735e-12,6,1.0,1.5949269904488915e-06,3,1
1378,0.286875,-0.266200297,2.6620029699999996,-1067.4841268364999,-0.009690571277824363,-2.6011728209433365,-0.004106174270307095,1.9145101734276203e-12,6,1.0,1.3836582239228057e-06,3,1
1379,0.287084,-0.256342548,2.5634254800000003,-1028.0973991709643,-0.010211236815159319,-2.4912226666742585,-0.004326795260736383,1.4082119407686016e-12,6,1.0,1.1866810162083495e-06,3,1
1380,0.287292,-0.244873805,2.44873805,-982.2552526256497,-0.010703127306040006,-2.364858129234228,-0.004535223434889667,8.936033730294222e-13,6,1.0,9.453059143701417e-07,3,1
1381,0.2875,-0.231947496,2.31947496,-930.5726203632302,-0.011165978110245795,-2.2252442509895247,-0.004731346657086078,5.491937804479725e-13,6,1.0,7.41076035850859e-07,3,1
1382,0.287709,-0.21756362099999998,2.17563621,-873.0490515742761,-0.011598944965304978,-2.071611746694508,-0.004914807188995939,3.2198423125300406e-13,6,1.0,5.674364796464629e-07,3,1
1383,0.287917,-0.201837251,2.01837251,-810.1438542103931,-0.011995074102841018,-1.904467007384933,-0.005082658518597744,1.5808539420581014e-13,6,1.0,3.9759947972081797e-07,3,1
1384,0.288125,-0.18484509999999998,1.8484509999999998,-742.1645548355195,-0.012354006891180937,-1.7256384054800353,-0.0052347486833189665,7.182944664210455e-14,6,1.0,2.680101089382004e-07,3,1
1385,0.288334,-0.166740596,1.66740596,-669.7256840096534,-0.012675313937208275,-1.5373542872124444,-0.005370895736921162,2.961827153811933e-14,6,1.0,1.72099555472479e-07,3,1
1386,0.288542,-0.147600453,1.47600453,-593.1326289120059,-0.012953660204718293,-1.3382032091825091,-0.005488839070832092,9.394655376431904e-15,6,1.0,9.692600129625195e-08,3,1
1387,0.28875,-0.127578099,1.27578099,-513.0005537555085,-0.013189075264826735,-1.131803173598353,-0.0055885912151728825,2.4596405409244146e-15,6,1.0,4.959474576350133e-08,3,1
1388,0.288959,-0.106750248,1.0675024800000001,-429.6364217220685,-0.013381068904065119,-0.9186298528151675,-0.00566994445235597,4.813853494983638e-16,6,1.0,2.1940486130385753e-08,3,1
1389,0.289167,-0.085231971,0.8523197100000001,-343.49971020137656,-0.013526272479402014,-0.6980941121966575,-0.005731471391244729,5.152488843706461e-17,6,1.0,7.17807886426499e-09,3,1
1390,0.289375,-0.063215053,0.6321505299999999,-255.35932224365592,-0.013624965397786836,-0.4744851845424486,-0.005773290424597471,2.3468710505590577e-18,6,1.0,1.5319441272173065e-09,3,1
1391,0.289584,-0.040814565,0.40814564999999997,-165.67584241187814,-0.013676932351083996,-0.24864570955577325,-0.005795310320139621,1.3872073400609915e-20,6,1.0,1.1776312618203694e-10,3,1
1392,0.289792,-0.018145577999999996,0.18145577999999996,-74.90895800239966,-0.013681004798199154,-0.0195790726690308,-0.005797035933330189,3.779817840331936e-25,6,1.0,6.106226635438361e-13,3,1
1393,0.29,0.004600122999999984,-0.04600122999999984,16.172340931593656,-0.013637678471184704,0.2082996491079495,-0.00577867732012367,3.266044349893635e-21,6,1.0,5.6899472113125515e-11,3,1
1394,0.290209,0.02734582399999999,-0.2734582399999999,107.26115490320356,-0.013546801626165509,0.4348174402832044,-0.005740170182274263,1.212947441247881e-18,6,1.0,1.1013161682529166e-09,3,1
1395,0.290417,0.04993809699999999,-0.49938096999999987,197.74364563316732,-0.013409493952330024,0.6601330472860347,-0.005681988964367602,3.2942528452568667e-17,6,1.0,5.739552848835552e-09,3,1
1396,0.290625,0.07218515699999997,-0.7218515699999997,286.8508653721193,-0.013226449541975892,0.8800212036254521,-0.005604427773326877,3.2858647251205347e-16,6,1.0,1.812694566389987e-08,3,1
1397,0.290834,0.09401028999999997,-0.9401028999999996,374.27589927840665,-0.012997728265601093,1.0943601740423121,-0.0055075119780252715,1.9527660258720142e-15,6,1.0,4.419009524080607e-08,3,1
1398,0.291042,0.11526006799999997,-1.1526006799999997,459.4045026127506,-0.012726656891912776,1.3032277581166514,-0.00539265122623984,7.600931267460791e-15,6,1.0,8.718329152417135e-08,3,1
1399,0.29125,0.135781063,-1.3578106300000001,541.6214291928103,-0.012414008728029186,1.5031161725173574,-0.00526017319049174,2.3803710471292472e-14,6,1.0,1.542844694504223e-07,3,1
1400,0.291459,0.15545820400000002,-1.55458204,620.4659505052805,-0.012060156652181644,1.693072133241704,-0.0051102358700405495,6.408724387631418e-14,6,1.0,2.531545289965586e-07,3,1
1401,0.291667,0.17421477700000002,-1.74214777,695.6308860129732,-0.011670266246677084,1.8744731033874347,-0.004945028070954722,1.3923160417763478e-13,6,1.0,3.7313744904635777e-07,3,1
1402,0.291875,0.191858997,-1.91858997,766.347157783064,-0.011245342984530575,2.0429002987814298,-0.004764975841121445,2.7712874212896645e-13,6,1.0,5.264301179626644e-07,3,1
1403,0.292084,0.208352507,-2.08352507,832.4615039906587,-0.010785766601534689,2.198930062181123,-0.004570240085534217,5.188705869044258e-13,6,1.0,7.203266526347439e-07,3,1
1404,0.292292,0.22354187899999997,-2.2354187899999998,893.3587432113034,-0.010298650757737423,2.3419030951793256,-0.004363835066920981,8.265240488208159e-13,6,1.0,9.091336181327268e-07,3,1
1405,0.2925,0.23735039899999996,-2.3735039899999997,948.7311583760404,-0.009784881947180697,2.4700423584459643,-0.004146136418344219,1.2657245513839646e-12,6,1.0,1.1250441916510305e-06,3,1
1406,0.292709,0.249701353,-2.49701353,998.2715037520319,-0.009245108468627174,2.5826482227439476,-0.0039174188426639705,1.8788394839889016e-12,6,1.0,1.3707076162175697e-06,3,1
1407,0.292917,0.26051802700000004,-2.6051802700000004,1041.6716843975046,-0.008687638563448747,2.68014377489646,-0.003681202781135129,2.432028996557363e-12,6,1.0,1.5594963621215604e-06,3,1
1408,0.293125,0.26972370700000003,-2.6972370700000003,1078.623933372449,-0.008113422467549283,2.7606543072084104,-0.0034378908760862234,3.0817700921516657e-12,6,1.0,1.7554970867492576e-06,3,1
1409,0.293334,0.27724167899999996,-2.7724167899999994,1108.8209769694424,-0.007523311725183178,2.823496374957991,-0.0031878439513514244,3.834118272022634e-12,6,1.0,1.95809045300969e-06,3,1
1410,0.293542,0.28307194299999994,-2.8307194299999994,1132.2617750813927,-0.006926370362128567,2.8699103993004416,-0.002934902695818243,4.203883900501244e-12,6,1.0,2.0503375017722595e-06,3,1
1411,0.29375,0.28717614199999997,-2.8717614199999995,1148.7922403650482,-0.006323458928440795,2.8986126619606356,-0.002679431749339706,4.552243292152997e-12,6,1.0,2.1335986680045486e-06,3,1
1412,0.293959,0.28947756199999997,-2.89477562,1158.1049885711693,-0.005715542418377323,2.9086914357101876,-0.002421840007787128,4.8634991335927525e-12,6,1.0,2.205334243493841e-06,3,1
1413,0.294167,0.29001456000000003,-2.9001456,1160.352400277456,-0.005112027498004978,2.9015140402518513,-0.002166113346612316,4.58882419507994e-12,6,1.0,2.142154100846654e-06,3,1
1414,0.294375,0.28878713599999994,-2.887871359999999,1155.5341765477035,-0.004513682489388471,2.8766586952718627,-0.0019125773260120734,4.283617608358e-12,6,1.0,2.069690220089764e-06,3,1
1415,0.294584,0.28571857599999995,-2.8571857599999992,1143.342826270806,-0.003921586556179599,2.8329948957360322,-0.0016616892187201711,3.938528029979667e-12,6,1.0,1.984572505495694e-06,3,1
1416,0.294792,0.280923951,-2.8092395100000003,1124.2379319458835,-0.0033448772809173653,2.7726407464532348,-0.0014173208817446468,3.1904562735090538e-12,6,1.0,1.7861848374142456e-06,3,1
1417,0.295,0.274403261,-2.74403261,1098.219202116259,-0.0027842808188052698,2.6951752986160264,-0.0011797800079683348,2.5433148677466677e-12,6,1.0,1.5947773724644418e-06,3,1
1418,0.295209,0.26619486299999995,-2.6619486299999995,1065.440240103213,-0.002240593585951015,2.6013743198766335,-0.0009494040618436506,1.9906293201261383e-12,6,1.0,1.4108966369378383e-06,3,1
1419,0.295417,0.25633711400000003,-2.56337114,1026.0528586241005,-0.0017224914184377754,2.490875805352282,-0.0007298692451007523,1.353694322170974e-12,6,1.0,1.163483700861524e-06,3,1
1420,0.295625,0.244868371,-2.44868371,980.2108191822209,-0.001230616048244344,2.364785433621794,-0.0005214474780696373,8.933835000661993e-13,6,1.0,9.451896635378699e-07,3,1
1421,0.295834,0.23194206199999998,-2.31942062,928.5287459444202,-0.0007654666635236425,2.2255951422047473,-0.00032435028115408585,5.713956342619221e-13,6,1.0,7.559071598162829e-07,3,1
1422,0.296042,0.217558187,-2.17558187,871.004476191759,-0.000334671529980118,2.07113044972807,-0.00014180997033055848,3.0928839313785315e-13,6,1.0,5.561370273018037e-07,3,1
1423,0.29625,0.201831817,-2.01831817,808.099436016219,6.144072381256114e-05,1.904385835541855,2.6034205005322527e-05,1.5803145471104536e-13,6,1.0,3.975317027746962e-07,3,1
1424,0.296459,0.18483966599999999,-1.84839666,740.1206704358849,0.00042219939442863266,1.7261180412255595,0.00017889804848670877,7.480515752288806e-14,6,1.0,2.7350531534601483e-07,3,1
