sample,time_s,vout_v,burden_current_a,estimated_primary_current_a,estimated_flux_wb,estimated_ct_secondary_voltage_v,estimated_magnetizing_current_a,chi_square,degrees_of_freedom,confidence,max_abs_normalized_residual,iterations,converged
13,0.0025,-0.177135343,1.77135343,-709.9439590288526,-0.0040823427284410714,-1.776661331266729,-0.001729806240864864,9.423339403933967e-14,6,1.0,3.069745820619987e-07,3,1
14,0.002708,-0.176981915,1.76981915,-709.3887795269875,-0.004449927851495312,-1.7672361685300022,-0.0018855626489386996,8.690820041323562e-14,6,1.0,2.9480196810117603e-07,3,1
15,0.002916,-0.175754491,1.75754491,-704.5327056570395,-0.00481336475508096,-1.7472928057002306,-0.0020395613368987316,7.936508910550789e-14,6,1.0,2.817181021519467e-07,3,1
16,0.003125,-0.17345307100000001,1.73453071,-695.3756030662491,-0.005172156310853553,-1.7167060084813048,-0.0021915916571413783,7.160362747494468e-14,6,1.0,2.67588541334919e-07,3,1
17,0.003333,-0.170077655,1.70077655,-681.9164193734953,-0.005520609768211764,-1.675257006529864,-0.0023392414272084623,5.667030582231976e-14,6,1.0,2.380552578559862e-07,3,1
18,0.003541,-0.165628243,1.65628243,-664.1551484993954,-0.005858223540902562,-1.623143137936531,-0.002482298110552101,4.4010733085641965e-14,6,1.0,2.0978735197146002e-07,3,1
19,0.00375,-0.160181549,1.6018154900000001,-642.399139118491,-0.006184629706477668,-1.5617519883976347,-0.002620605807829825,3.3594190174960976e-14,6,1.0,1.8328717935377832e-07,3,1
20,0.003958,-0.15373757300000002,1.5373757300000002,-616.6471084245842,-0.006494571348729222,-1.49010404928632,-0.00275193701217392,2.2204284746688418e-14,6,1.0,1.4901102207391393e-07,3,1
21,0.004166,-0.146373029,1.46373029,-587.2065663070821,-0.006787835591842599,-1.4099242457373875,-0.0028762015219680505,1.4264951193298165e-14,6,1.0,1.1943597085613337e-07,3,1
22,0.004375,-0.138087917,1.38087917,-554.0772798538258,-0.007063894111989308,-1.3208541633813804,-0.002993175471183224,8.794407290000628e-15,6,1.0,9.377850098810819e-08,3,1
23,0.004583,-0.128920594,1.28920594,-517.411843404427,-0.00731822137967551,-1.2227272484913596,-0.0031009412625763078,4.563948503298283e-15,6,1.0,6.755700168491272e-08,3,1
24,0.004791,-0.118986131,1.18986131,-477.6714922718235,-0.0075507546414387275,-1.1179483738616232,-0.0031994723056971114,2.2288353006918584e-15,6,1.0,4.721054189435177e-08,3,1
25,0.005,-0.10832288500000001,1.08322885,-435.009604019041,-0.007761123275855557,-1.0065484900326795,-0.0032886115575696154,1.000104406486504e-15,6,1.0,3.162442706251996e-08,3,1
26,0.005208,-0.09700757,0.9700757,-389.73245570945306,-0.007945934953916494,-0.8885176829852763,-0.0033669215906473766,3.5484013859325342e-16,6,1.0,1.883720078962273e-08,3,1
27,0.005416,-0.085040186,0.8504018600000001,-341.8401801011599,-0.008104910620943687,-0.7643060914768901,-0.0034342841614227785,1.0637582147202211e-16,6,1.0,1.0313864554282299e-08,3,1
28,0.005625,-0.07261251800000001,0.7261251800000001,-292.101231630245,-0.00823808252451485,-0.6371861414888192,-0.0034907129341235944,2.5792812324705472e-17,6,1.0,5.078660270650161e-09,3,1
29,0.005833,-0.05968620899999999,0.5968620899999999,-240.3605575633408,-0.008342947141893653,-0.5041568143211662,-0.0035351470940309312,3.812676422397114e-18,6,1.0,1.952606048990233e-09,3,1
30,0.006041,-0.04641468700000001,0.4641468700000001,-187.23343128225142,-0.008419706611699171,-0.3690359125265294,-0.0035676722931019355,3.1423488057375797e-19,6,1.0,5.605659979170813e-10,3,1
31,0.00625,-0.03283630900000001,0.3283630900000001,-132.87315923997937,-0.008468115901449517,-0.23162339593467066,-0.003588184704013689,7.864289717494381e-21,6,1.0,8.86776071952651e-11,3,1
32,0.006458,-0.019104502999999995,0.19104502999999995,-77.89371706643308,-0.008487437221550894,-0.09289096202585381,-0.0035963717040568906,4.4763444338065254e-23,6,1.0,6.300515664747763e-12,3,1
33,0.006666,-0.005219268999999999,0.052192689999999986,-22.29520001405164,-0.008477676648325352,0.04692583281511222,-0.0035922358679442473,3.68254556377673e-23,6,1.0,6.064593272014918e-12,2,1
34,0.006875,0.008704321999999987,-0.08704321999999987,33.461333951915854,-0.008438825934891299,0.18588858102418013,-0.0035757737012344208,1.3755564363241388e-21,6,1.0,3.6787081356386836e-11,2,1
35,0.007083,0.022551198999999994,-0.22551198999999994,88.91556198332329,-0.008371408563709083,0.32412197683757354,-0.003547207018529308,1.1126931576682963e-19,6,1.0,3.3356935039119927e-10,3,1
36,0.007291,0.03628300500000001,-0.36283005000000007,143.9135749254207,-0.008275623055246685,0.4605072522230707,-0.0035066199386713476,1.84756747795233e-18,6,1.0,1.3592459592630867e-09,3,1
37,0.0075,0.049784668999999976,-0.49784668999999976,197.99438818922795,-0.00815161218756012,0.5933534339070148,-0.0034540729608369095,1.4583968012110136e-17,6,1.0,3.818894875147667e-09,3,1
38,0.007708,0.06297947699999998,-0.6297947699999997,250.8511416231664,-0.008001145039053527,0.7233997524355362,-0.0033903156945193805,6.85064053285979e-17,6,1.0,8.276857389570569e-09,3,1
39,0.007916,0.07575235799999999,-0.75752358,302.0224237878491,-0.007824750299889383,0.8480516305968536,-0.0033155721609741257,2.443894136873277e-16,6,1.0,1.5632957490232515e-08,3,1
40,0.008125,0.08810331200000002,-0.8810331200000001,351.50851696617843,-0.007622434622632486,0.9680175945306013,-0.0032298451790845973,7.318693836372293e-16,6,1.0,2.7053084216023668e-08,3,1
41,0.008333,0.09987891099999999,-0.9987891099999999,398.6946379777134,-0.007397384852009976,1.081970051069759,-0.003134485106786071,1.7156391768201273e-15,6,1.0,4.142027467574658e-08,3,1
42,0.008541,0.11107915500000001,-1.11079155,443.58067517678666,-0.007149914228111483,1.1897626148966025,-0.0030296246729300956,3.667639341208171e-15,6,1.0,6.05610379197447e-08,3,1
43,0.00875,0.12155061599999997,-1.2155061599999997,485.5518293372379,-0.00688053529816832,1.2888944016419221,-0.0029154810585468823,7.229468417887788e-15,6,1.0,8.502628049655408e-08,3,1
44,0.008958,0.13129329399999998,-1.3129329399999998,524.6082100840964,-0.00659322020080757,1.3813225834651472,-0.0027937373732241618,1.2107791235475738e-14,6,1.0,1.100354087944986e-07,3,1
45,0.009166,0.140230475,-1.4023047499999999,560.4420069638697,-0.006288521965671606,1.464895361230596,-0.0026646279515561313,1.937121181350516e-14,6,1.0,1.391805006460662e-07,3,1
46,0.009375,0.148285445,-1.4828544499999998,592.745974754714,-0.005966905133105126,1.5388365194568487,-0.002528349632671869,2.984746957385877e-14,6,1.0,1.7276420203292397e-07,3,1
47,0.009583,0.15545820400000002,-1.55458204,621.5198090150627,-0.005633184690826747,1.6044252032614363,-0.002386942665604663,4.011065993395563e-14,6,1.0,2.0027645861260594e-07,3,1
48,0.009791,0.161633681,-1.61633681,646.3020592510177,-0.005288100486877784,1.6590586728315513,-0.0022407205452872514,5.2432182851841296e-14,6,1.0,2.2898074768286651e-07,3,1
49,0.01,0.166850233,-1.66850233,667.2466649716383,-0.004931936092527948,1.7041358581331831,-0.002089803429037291,6.75151681799934e-14,6,1.0,2.598368106120304e-07,3,1
50,0.010208,0.170992789,-1.7099278900000001,683.8917310344084,-0.004570420364540493,1.7380563845550723,-0.0019366187985341181,7.60702561567988e-14,6,1.0,2.7580836850648826e-07,3,1
51,0.010416,0.17413806299999998,-1.7413806299999999,696.5446654431316,-0.004203856029168347,1.7623285354430087,-0.0017812949276137108,8.499609559985708e-14,6,1.0,2.9154089865413856e-07,3,1
52,0.010625,0.176170984,-1.76170984,704.7441551687648,-0.003832948217918818,1.7746785227250115,-0.0016241306008130602,9.339532549970445e-14,6,1.0,3.05606487971687e-07,3,1
53,0.010833,0.177129909,-1.77129909,708.6432726528499,-0.003463407668968492,1.7766372545688764,-0.001467545622444277,9.067636828326755e-14,6,1.0,3.011251704518023e-07,3,1
54,0.011041,0.176976481,-1.7697648099999999,708.0880800640971,-0.0030958334022218037,1.7671839747436948,-0.0013117938145007645,8.688765852153955e-14,6,1.0,2.9476712591175747e-07,3,1
55,0.01125,0.17574905700000001,-1.75749057,703.2323155527473,-0.0027306528874857477,1.7472751901246768,-0.001157056308256673,8.246280366273003e-14,6,1.0,2.8716337451356973e-07,3,1
56,0.011458,0.17344763700000002,-1.73447637,694.0748757211259,-0.0023736035183414255,1.71658350550155,-0.0010057642026870448,6.886895429236618e-14,6,1.0,2.624289509387536e-07,3,1
57,0.011666,0.170072221,-1.70072221,680.6157155410788,-0.002025162241461793,1.6751984465366974,-0.0008581195938397427,5.665445711692027e-14,6,1.0,2.3802196771001774e-07,3,1
58,0.011875,0.165622809,-1.6562280900000002,662.8547797992771,-0.0016859077582566347,1.6232271923691717,-0.0007143676941765402,4.5751156093505135e-14,6,1.0,2.138951988528204e-07,3,1
59,0.012083,0.16017611499999998,-1.6017611499999997,641.0983781103361,-0.0013611082571967361,1.5615360627879753,-0.0005767407869477696,3.2293875557634014e-14,6,1.0,1.7970496809309858e-07,3,1
60,0.012291,0.15373213900000002,-1.5373213900000002,615.3464057342854,-0.0010511800206656234,1.4900395987072743,-0.00044541526299390823,2.2196601454379914e-14,6,1.0,1.4898523904588253e-07,3,1
61,0.0125,0.146329238,-1.46329238,585.7524999741294,-0.0007566020404328293,1.4094640202525976,-0.000320594084929165,1.4784258668566554e-14,6,1.0,1.2159053691868574e-07,3,1
62,0.012708,0.13804412600000002,-1.3804412600000002,552.6228689864435,-0.00048201000936840677,1.3201539955020323,-0.0002042415293933927,8.427538633114366e-15,6,1.0,9.180162652639897e-08,3,1
63,0.012916,0.12891516,-1.2891516,516.1112202247956,-0.0002276446924611763,1.2229101774386086,-9.645961544965099e-05,4.56941369143373e-15,6,1.0,6.75974384900566e-08,3,1
64,0.013125,0.118980697,-1.18980697,476.3711048471164,6.063849735636138e-06,1.1182226899369063,2.5694278540831074e-06,2.3205664514805014e-15,6,1.0,4.817225810958126e-08,3,1
65,0.013333,0.10831745099999998,-1.0831745099999999,433.70877566014536,0.00021534918485462132,1.0061794957643526,9.124965459941582e-05,9.596385856123353e-16,6,1.0,3.0978033917554053e-08,3,1
66,0.013541,0.096963779,-0.9696377899999999,388.2780371990149,0.0004000128394423609,0.8878060316718254,0.00016949696586540718,3.5257274025423377e-16,6,1.0,1.8776920412890658e-08,3,1
67,0.01375,0.08503475200000002,-0.8503475200000001,340.5398471824411,0.0005598696368049735,0.7648650591512537,0.00023723289695126,1.111849973272197e-16,6,1.0,1.054442966900366e-08,3,1
68,0.013958,0.07256872699999997,-0.7256872699999997,290.64668378777156,0.000692186756079864,0.636139996513897,0.00029329947291519665,2.4497717275140205e-17,6,1.0,4.949516866091626e-09,3,1
69,0.014166,0.05968077499999999,-0.59680775,239.05992661491268,0.0007970850335550422,0.5043186417075881,0.00033774789557417044,3.822471283413675e-18,6,1.0,1.9551140047697003e-09,3,1
70,0.014375,0.04640925300000001,-0.4640925300000001,185.93296324545776,0.000874292783170036,0.36941506992819845,0.00037046304371611696,3.292187834762246e-19,6,1.0,5.737758214466926e-10,3,1
71,0.014583,0.03283087499999998,-0.3283087499999998,131.57230188235542,0.0009223756379703759,0.23116757115548017,0.0003908371347332101,7.449418462064649e-21,6,1.0,8.630970880062868e-11,2,1
72,0.014791,0.019099068999999996,-0.19099068999999996,76.59300747514706,0.0009416804407751488,0.09281155194602371,0.0003990171359216732,5.0701105024182776e-24,6,1.0,2.2426432341930204e-12,2,1
73,0.015,0.005213835,-0.05213835,20.994681359016834,0.0009319531607757931,-0.0465420095662955,0.0003948954071083869,9.834195715436452e-26,6,1.0,2.7755575615628914e-13,2,1
74,0.015208,-0.008709756000000013,0.08709756000000013,-34.76217822320355,0.0008931910423347132,-0.1863563386590378,0.00037847078065030227,1.3290310564682165e-21,6,1.0,3.645261439742248e-11,2,1
75,0.015416,-0.022556632999999993,0.22556632999999993,-90.21625411771953,0.0008257569614659155,-0.32420231186921955,0.00034989701757030323,1.1148942307947284e-19,6,1.0,3.339000093022046e-10,3,1
76,0.015625,-0.036288439000000006,0.36288439000000006,-145.21414775189152,0.0007295902529397294,-0.4601277919913194,0.0003091484122625972,1.907196072661466e-18,6,1.0,1.3810126782264664e-09,3,1
77,0.015833,-0.049790103,0.49790103,-199.2952103867174,0.0006060780439089516,-0.5938086972633554,0.00025681273046989473,1.412135705684446e-17,6,1.0,3.757839398547918e-09,3,1
78,0.016041,-0.062984911,0.6298491100000001,-252.15181634074716,0.0004555943485437193,-0.7234793046405403,0.00019304845277276242,6.85666450606531e-17,6,1.0,8.28049786765799e-09,3,1
79,0.01625,-0.07579614900000001,0.75796149,-303.47676330869194,0.00027829161316279854,-0.8483384467986607,0.00011792017506898243,2.54636586037054e-16,6,1.0,1.5957336430414518e-08,3,1
80,0.016458,-0.088108746,0.88108746,-352.8092294732403,7.690582644226918e-05,-0.9682008976948534,3.258721459418185e-05,7.053876369525275e-16,6,1.0,2.65591347164599e-08,3,1
81,0.016666,-0.099884345,0.99884345,-399.9953043438979,-0.000148156933188362,-1.0820324982241891,-6.277836152049236e-05,1.716431346301019e-15,6,1.0,4.142983641958761e-08,3,1
82,0.016875,-0.111084589,1.11084589,-444.8813866894667,-0.00039675418665083794,-1.1894605428826555,-0.00016811618078425337,3.803364334193358e-15,6,1.0,6.167142234168473e-08,3,1
83,0.017083,-0.12155605,1.2155605,-486.85260211387924,-0.0006649201536793658,-1.2892594568679234,-0.0002817458278302398,6.973111370044836e-15,6,1.0,8.350515774426906e-08,3,1
84,0.017291,-0.131298728,1.31298728,-525.9088689770962,-0.0009522506094142268,-1.3813964218022172,-0.0004034960209382317,1.211296910388728e-14,6,1.0,1.1005893468283976e-07,3,1
85,0.0175,-0.140235909,1.40235909,-561.7427846877514,-0.0012583657785456895,-1.4646658810117772,-0.0005332058383668176,2.010370620421617e-14,6,1.0,1.4178753895937203e-07,3,1
86,0.017708,-0.148290879,1.4829087899999998,-594.0467112293153,-0.0015785048375326143,-1.5391300912832933,-0.000668857982005345,2.876779986205967e-14,6,1.0,1.6961073038499833e-07,3,1
87,0.017916,-0.15546363800000002,1.5546363800000003,-622.8204582539162,-0.0019122397084823822,-1.6044945718738848,-0.0008102710629162637,4.012453593795877e-14,6,1.0,2.003110978895579e-07,3,1
88,0.018125,-0.161639115,1.61639115,-647.6028998203034,-0.0022589531547039547,-1.6589160106295544,-0.0009571835401287945,5.444559946615218e-14,6,1.0,2.3333580836620796e-07,3,1
89,0.018333,-0.16685566699999999,1.6685566699999999,-668.5473648645551,-0.0026134569459826383,-1.7043451503782878,-0.0011073970110095925,6.503758304509185e-14,6,1.0,2.5502467144318174e-07,3,1
90,0.018541,-0.170998223,1.70998223,-685.19237509207,-0.002974985998094767,-1.7381204428467742,-0.0012605872873282912,7.609268980733691e-14,6,1.0,2.758490344439365e-07,3,1
91,0.01875,-0.174143497,1.74143497,-697.8455621078444,-0.0033433028368573996,-1.7622815251800537,-0.001416653744431102,8.830187187112853e-14,6,1.0,2.9715630881447744e-07,3,1
92,0.018958,-0.176176418,1.7617641800000001,-706.0448197926069,-0.0037124598388124826,-1.7747932786302074,-0.0015730762028866464,8.992619756660651e-14,6,1.0,2.9987697071256517e-07,3,1
93,0.019166,-0.177135343,1.77135343,-709.9439166629711,-0.004082012472739701,-1.7766953554193208,-0.001729666302008351,9.070009775353308e-14,6,1.0,3.0116456921366775e-07,3,1
94,0.019375,-0.176981915,1.76981915,-709.3890251342689,-0.004451365816556133,-1.7672408795044507,-0.0018861719561678609,9.030953337948864e-14,6,1.0,3.005154461185798e-07,3,1
95,0.019583,-0.175754491,1.75754491,-704.5329495177843,-0.004814802786019207,-1.7472931224186259,-0.002040170672042056,7.936521059005413e-14,6,1.0,2.8171831778641805e-07,3,1
96,0.019791,-0.17345307100000001,1.73453071,-695.37552514563,-0.005171862970764185,-1.7166355035816252,-0.0021914673604933417,6.888563985367285e-14,6,1.0,2.6246073957115476e-07,3,1
97,0.02,-0.170077655,1.70077655,-681.9166971988026,-0.005522012613797972,-1.6753571437023225,-0.0023398358533043132,5.891512502147581e-14,6,1.0,2.4272438070784103e-07,3,1
98,0.020208,-0.165628243,1.65628243,-664.1553890112109,-0.005859627696542481,-1.6231494362716752,-0.0024828930917554564,4.401209137427752e-14,6,1.0,2.0979058920856465e-07,3,1
99,0.020416,-0.160181549,1.6018154900000001,-642.3990384317638,-0.006184436758606125,-1.5615820291521343,-0.002620524050257137,3.230148193186613e-14,6,1.0,1.7972613022279664e-07,3,1
100,0.020625,-0.15373757300000002,1.5373757300000002,-616.6474115654655,-0.006495908480531581,-1.4902953202174918,-0.0027525035934461086,2.3096505065902032e-14,6,1.0,1.5197534342228447e-07,3,1
101,0.020833,-0.146373029,1.46373029,-587.2067981814376,-0.006789175228627098,-1.4099362889207538,-0.0028767691646733487,1.426592132307203e-14,6,1.0,1.1944003213771107e-07,3,1
102,0.021041,-0.13804956000000002,1.3804956000000002,-553.923464409104,-0.007063726220565283,-1.3199566920105066,-0.0029931043307493154,8.417469226238097e-15,6,1.0,9.17467666289041e-08,3,1
103,0.02125,-0.128920594,1.28920594,-517.4122437485094,-0.007319382561782841,-1.2232360823806536,-0.003101433288892977,4.758279497021343e-15,6,1.0,6.898028319099264e-08,3,1
104,0.021458,-0.118986131,1.18986131,-477.67170302246916,-0.007551922485272719,-1.117980401393644,-0.0031999671547793154,2.2293467324517703e-15,6,1.0,4.7215958271943975e-08,3,1
105,0.021666,-0.10832288500000001,1.08322885,-435.0094861713149,-0.007761215189516898,-1.006214924250864,-0.0032886505040362855,9.59908817606267e-16,6,1.0,3.098239501968757e-08,3,1
106,0.021875,-0.096969213,0.96969213,-389.5790630947616,-0.007946852607321165,-0.8882173100682728,-0.0033673104268358025,3.6772363920682326e-16,6,1.0,1.9176121473946117e-08,3,1
107,0.022083,-0.085040186,0.8504018600000001,-341.84044837933095,-0.008105882152488302,-0.7645651209958496,-0.0034346958273315208,1.0666454151130928e-16,6,1.0,1.032785222767436e-08,3,1
108,0.022291,-0.072574161,0.72574161,-291.94741886840524,-0.008238205918370625,-0.6361719513573223,-0.003490765219655703,2.4507566272327137e-17,6,1.0,4.9505116311501915e-09,3,1
109,0.0225,-0.05968620899999999,0.5968620899999999,-240.36093481493117,-0.00834370471624846,-0.5047789372145264,-0.003535468100113485,4.001130863189817e-18,6,1.0,2.000270829099213e-09,3,1
110,0.022708,-0.04641468700000001,0.4641468700000001,-187.23357680655545,-0.008420472368281437,-0.3690752501585369,-0.003567996766230022,3.1455448158475757e-19,6,1.0,5.608050644961143e-10,3,1
111,0.022916,-0.03283630900000001,0.3283630900000001,-132.87306418503843,-0.008468561346502555,-0.2311970106784534,-0.003588373451917524,7.469216337111524e-21,6,1.0,8.635380618579082e-11,3,1
112,0.023125,-0.019104502999999995,0.19104502999999995,-77.89398598740276,-0.008488060841419825,-0.09329901874291317,-0.003596635949764072,4.273873563060692e-23,6,1.0,6.106226635438361e-12,3,1
113,0.023333,-0.005219268999999999,0.052192689999999986,-22.29531692140346,-0.008478305624802307,0.04690007989191179,-0.0035925023834005925,1.8250660173442488e-24,6,1.0,1.3322676295501878e-12,2,1
114,0.023541,0.008704321999999987,-0.08704321999999987,33.46138712108669,-0.008439549389848615,0.1863280526619851,-0.0035760802499451576,1.3274441357179165e-21,6,1.0,3.64305651888875e-11,2,1
115,0.02375,0.022551198999999994,-0.22551198999999994,88.9153152427066,-0.008371893842684705,0.32371075198042326,-0.003547412645213899,1.1450140207045296e-19,6,1.0,3.38308211739885e-10,3,1
116,0.023958,0.03628300500000001,-0.36283005000000007,143.9134813926871,-0.008276113725711326,0.4604813316027807,-0.003506827849885184,1.8467693159269005e-18,6,1.0,1.3589397060306775e-09,3,1
117,0.024166,0.049784668999999976,-0.49784668999999976,197.99439017720738,-0.008152607458881087,0.593780128991534,-0.0034544946859729215,1.411593244273405e-17,6,1.0,3.757117297939656e-09,3,1
118,0.024375,0.06297947699999998,-0.6297947699999997,250.850924907929,-0.008001498814242688,0.7230078690832425,-0.003390465599260553,7.087808634526902e-17,6,1.0,8.418911506385398e-09,3,1
119,0.024583,0.07579071499999998,-0.7579071499999999,302.17605865528077,-0.007824976562246948,0.8486646730564424,-0.0033156680348544517,2.458063498006452e-16,6,1.0,1.56782117839802e-08,3,1
120,0.024791,0.08810331200000002,-0.8810331200000001,351.50838114695125,-0.007623597075141286,0.9681706110849149,-0.0032303377437069747,7.052111772425188e-16,6,1.0,2.655581232310336e-08,3,1
121,0.025,0.09987891099999999,-0.9987891099999999,398.6944655613741,-0.007397541545349136,1.08160540570406,-0.0031345515022687663,1.7779452136903616e-15,6,1.0,4.216568743707486e-08,3,1
122,0.025208,0.11107915500000001,-1.11079155,443.58063831784165,-0.0071500758439906826,1.1897389488387209,-0.0030296931542348414,3.667054994156979e-15,6,1.0,6.055621327936945e-08,3,1
123,0.025416,0.12155061599999997,-1.2155061599999997,485.55172788682097,-0.006881916802924747,1.289226158970845,-0.002916066441918252,6.97166944434817e-15,6,1.0,8.34965232855868e-08,3,1
124,0.025625,0.13129329399999998,-1.3129329399999998,524.6080840161163,-0.006593280879808889,1.3810331249562744,-0.0027937630846653987,1.2560311088316096e-14,6,1.0,1.1207279348603009e-07,3,1
125,0.025833,0.140230475,-1.4023047499999999,560.4419887310643,-0.006288586442985442,1.464877100112727,-0.0026646552724518243,1.9369280726918323e-14,6,1.0,1.3917356309894467e-07,3,1
126,0.026041,0.148285445,-1.4828544499999998,592.7458144498578,-0.0059684551902569796,1.5390925611945074,-0.0025290064365497736,2.876218599349838e-14,6,1.0,1.695941801520929e-07,3,1
127,0.02625,0.15545820400000002,-1.55458204,621.5197254392056,-0.005633174861627854,1.6042120987039723,-0.0023869385006898775,4.163532030983483e-14,6,1.0,2.040473480860504e-07,3,1
128,0.026458,0.161633681,-1.61633681,646.3020550655064,-0.00528809345399236,1.6590452290167983,-0.0022407175652510544,5.2428787899638996e-14,6,1.0,2.289733343827495e-07,3,1
129,0.026666,0.166850233,-1.66850233,667.2464498384812,-0.004933598543628374,1.7043024536730111,-0.0020905078574696753,6.502455286038093e-14,6,1.0,2.5499912319558964e-07,3,1
130,0.026875,0.170992789,-1.7099278900000001,683.8916902359193,-0.004570370493052087,1.737933256345865,-0.0019365976665475053,7.900096099976e-14,6,1.0,2.810710959536596e-07,3,1
131,0.027083,0.17413806299999998,-1.7413806299999999,696.5446705121532,-0.00420380777472292,1.7623207611979195,-0.001781274480814801,8.499309700673084e-14,6,1.0,2.9153575594653887e-07,3,1
132,0.027291,0.176170984,-1.76170984,704.7438914503826,-0.00383466083319179,1.7747449112073557,-0.0016248562852507603,8.990658885274646e-14,6,1.0,2.998442743244174e-07,3,1
133,0.0275,0.177129909,-1.77129909,708.6432710572491,-0.003463349621346372,1.776608669116826,-0.001467521025994226,9.421104320655722e-14,6,1.0,3.0693817488524235e-07,3,1
134,0.027708,0.176976481,-1.7697648099999999,708.0880891124398,-0.0030957757322396164,1.7671821591670962,-0.0013117693780676342,8.68869460866778e-14,6,1.0,2.947659174387343e-07,3,1
135,0.027916,0.17574905700000001,-1.75749057,703.2320132449868,-0.002732350107257745,1.7472385816436145,-0.0011577754691770106,7.93453895258749e-14,6,1.0,2.816831367423954e-07,3,1
136,0.028125,0.17344763700000002,-1.73447637,694.0749087156494,-0.0023735698928225237,1.7166517437091862,-0.0010057499545858151,7.158552366285054e-14,6,1.0,2.6755471152688904e-07,3,1
137,0.028333,0.170072221,-1.70072221,680.6157231063428,-0.00202512772420457,1.675202733740164,-0.0008581049678832922,5.665561803138669e-14,6,1.0,2.3802440637696667e-07,3,1
138,0.028541,0.165622809,-1.6562280900000002,662.8544503182001,-0.0016875252405871418,1.6230888635453282,-0.0007150530680453991,4.3998957145023343e-14,6,1.0,2.0975928381067674e-07,3,1
139,0.02875,0.16017611499999998,-1.6017611499999997,641.0984390145543,-0.0013611304184268538,1.5616977136855823,-0.0005767501772995144,3.3584849774624975e-14,6,1.0,1.8326169751078168e-07,3,1
140,0.028958,0.15373213900000002,-1.5373213900000002,615.346406407206,-0.0010512000653287053,1.4900497745103303,-0.0004454237564952142,2.2197814632198423e-14,6,1.0,1.4898931046031518e-07,3,1
141,0.029166,0.146329238,-1.46329238,585.7521567942209,-0.0007580797627367021,1.4092322240000168,-0.00032122023844775513,1.4209032852609736e-14,6,1.0,1.1920164785931868e-07,3,1
142,0.029375,0.13804412600000002,-1.3804412600000002,552.6229493754578,-0.00048211617266713525,1.3203999524859822,-0.00020428651384200646,8.770242526221829e-15,6,1.0,9.364957301364055e-08,3,1
143,0.029583,0.12891516,-1.2891516,516.1112089736315,-0.00022774763358790232,1.2229256686501389,-9.650323457114505e-05,4.569876713905736e-15,6,1.0,6.760086326132658e-08,3,1
144,0.029791,0.118980697,-1.18980697,476.3707620613659,4.77778537415683e-06,1.1179106680868236,2.0244853280325523e-06,2.2282340511690047e-15,6,1.0,4.72041740862858e-08,3,1
145,0.03,0.10831745099999998,-1.0831745099999999,433.7088660765997,0.00021513546910786793,1.0064960944196828,9.115909707960506e-05,9.996877261480357e-16,6,1.0,3.1617838728859775e-08,3,1
